id,reviews,sentiment,project_name,
2.49E+17,香味挺好闻，但是滋润效果一般，无功无过吧,负面,清洁护肤,
2.49E+17,拿到手用了确实没什么香味后续再更进,负面,清洁护肤,
2.49E+17,福来精油特别好用，晚上用五六滴，晚上脸软软的，我是油皮，也不会觉得油腻。之前姐姐推荐的，年龄到了，要以油养肤。而且还不贵，,正面,清洁护肤,
2.49E+17,不怎么样。价格还比其他家贵 ,负面,清洁护肤,
2.49E+17,很好用的一款保湿乳，一年四季都可用，用后不油腻，已经多次回购。,正面,清洁护肤,
2.49E+17,挺不错的浓浓巧克力味道,正面,清洁护肤,
2.49E+17,首先，东西很好，所以，每次这个评价挺麻烦的，就固定一下字数了，一般这个评价就是挺好的,正面,清洁护肤,
2.49E+17,成分安全温和舒服,正面,清洁护肤,
2.49E+17,给孩子买的，因为有劵，非常满意^0^淡淡的清香特别好闻,正面,清洁护肤,
2.49E+17,好用非常满意五星好评,正面,清洁护肤,
2.49E+17,囤货，暂时没有看出效果,中性,清洁护肤,
2.49E+17,味道不错，包装太差了,负面,清洁护肤,
2.49E+17,差差差,中性,清洁护肤,
2.49E+17,非常快，非常喜欢，京东就是棒！,正面,清洁护肤,
2.49E+17,快递一直给力~还没开始用~感觉应该不错,正面,清洁护肤,
2.49E+17,洗面奶无味道，很适合孕妇,正面,清洁护肤,
2.49E+17,京东自营，值得依赖。,中性,清洁护肤,
2.49E+17,老婆还没开始用，用了再评论,中性,清洁护肤,
2.49E+17,这款非常好用，味道很好闻,正面,清洁护肤,
2.49E+17,经常买这个牌子封口处没见封口膜?,负面,清洁护肤,
2.49E+17,好用，泡沫细腻，味道清淡。,正面,清洁护肤,
2.49E+17,产品描述容量120毫升，发过来是80毫升，问店铺客服，客服回复：换包装了&hellip;谁敢信，我找到京东客服，京东客服都不信&hellip;后来说给换吧，让我申请，然后我申请，一直不来取，店铺客服让我自己联系，可是售后流程根本就没联系电话，来拿件的换了好几个人，严重影响到我的使用，黑店啊，竟然说换包装了&hellip;,负面,清洁护肤,
2.49E+17,护手霜一般吧，椰子香精味大了点，,负面,清洁护肤,
2.49E+17,第二次购买了，都是整套的买，使用比较放心。,正面,清洁护肤,
2.49E+17,好评好评,中性,清洁护肤,
2.49E+17,快递一塌糊涂送错地址包装破损,负面,清洁护肤,
2.49E+17,孕妈群推荐，没怎么用呢，效果应该不错吧,正面,清洁护肤,
2.49E+17,还没用，一直用红色小象，以后还会光顾,中性,清洁护肤,
2.49E+17,第二次购买了，洗的时候没有香味，但是洗完后过几天会有味道，不知道是洗发水味道还是怀孕之前洗发水残留,负面,清洁护肤,
2.49E+17,起泡效果：轻揉易起泡，泡沫丰富产品香味：清香味，孩子喜欢使用效果：洗得干净，不刺激，沐浴后很舒服,正面,清洁护肤,
2.49E+17,怀孕以后也要爱护自己的眼睛，有时候早上起床，眼睛有点浮肿的话，用这个贴一下效果很不错！味道也比较淡，贴一会明显能感觉变薄了，挺不错！,正面,清洁护肤,
2.49E+17,蛮好,中性,清洁护肤,
2.49E+17,孕期和哺乳期一直用他家的护肤品很放心还送了小样,正面,清洁护肤,
2.49E+17,用起来很不错呢，怀孕后看了很多产品，还是选择这款,正面,清洁护肤,
2.49E+17,产品包装：我觉得还是很不错的,正面,清洁护肤,
2.49E+17,好用一点也不油腻，抹上就不起皮了。不用担心沾的衣服上都是油,正面,清洁护肤,
2.49E+17,很好用，相信这个牌子。还会继续关注系列产品。,正面,清洁护肤,
2.49E+17,老婆说效果还不错，双十一买的，还挺划算的。,正面,清洁护肤,
2.49E+17,老婆洗了很舒服，去油效果好，孕期用着很适合,正面,清洁护肤,
2.49E+17,产品包装：非常好产品香味：非常好使用感受：非常好其他特色：非常好适合体质：非常好,正面,清洁护肤,
2.49E+17,孕期回购，感觉不错啊,正面,清洁护肤,
2.49E+17,好用。用这个洗发水不用护发素了。很顺,正面,清洁护肤,
2.49E+17,很容易起泡泡，泡泡也比较绵密，洗了很舒服，清爽，不刺激头皮，洗的过程中感觉头发软软的，吹干后头发蓬松自然，头皮屑都消灭干净了，用完继续买~  ,正面,清洁护肤,
2.49E+17,有个淡淡的香味，还挺好闻的，用起来也还挺不错的,正面,清洁护肤,
2.49E+17,不错，在使用，性价比高。,正面,清洁护肤,
2.49E+17,太差,中性,清洁护肤,
2.49E+17,越来越喜欢京东超市了，物流很快，上午下单下午就送到了。怀孕后对气味敏感，感谢遇到了亲润。现在已经把所有的护肤洗漱用品都换成了亲润，现在又下单了。不过身体乳有些稠，觉得有些涂不开，滋润度也一般。这个不准备回购了。,负面,清洁护肤,
2.49E+17,很真心推荐孕妈们买这个套盒的妊娠油，尤其是初长妊娠纹的，确实管用，对于妊娠纹我一直很害怕，每天起床都会看看肚子，孕26周结果前几天下午肚子突然猛长了，第一天左边，第二天右边全部都是，我哭的要死要活的，然后老公就给我在美柚上面搜到了这个妊娠油，特别感谢我老公，我肚子怀孕三四个月的时候就开始痒，又不敢抓，每天难受的要死，结果这一套用下来竟然一点也不痒了，用完的地方皮肤特别嫩，很光滑，就是比较麻烦，总共四样，每一样我都是用心的在涂，先整个肚子涂，然后长纹的地方打小圈圈用指腹一点点的揉，每一样都这样涂，别怕麻烦，因为四种一起涂，会搓泥，涂的时候干了手指可以沾点水会好很多，切记每天涂两次，早一次晚一次，耐心涂才能有效果，我最近几天用的连手心都嫩了，就说这么多，反正是好用才推荐的，但每个**肤实况不一样，我不确保每个人都有用，但是也不贵可以抱着试试的心态用一下，我只是希望每个孕妈都不被妊娠纹折磨,正面,清洁护肤,
2.49E+17,挺好的,正面,清洁护肤,
2.49E+17,买过最#的一次东西，这还是孕妇用的呢！请不要打着孕妇可用的名号，香味刺鼻，闻着都#，孕妇能用吗？请大家谨慎购买,负面,清洁护肤,
2.49E+17,已经有一段时间了，挺好的。,正面,清洁护肤,
2.49E+17,价格太贵，味道太浓，不适合孕妇，有一段时间没用了，打算没有孕反时再用，性价比不高,负面,清洁护肤,
2.49E+17,家里两个宝贝都是用的这个，好用又实惠，这次活动很给力,正面,清洁护肤,
2.49E+17,可以吧，没说什么不好的。,中性,清洁护肤,
2.49E+17,活动期间价格便宜实惠,正面,清洁护肤,
2.49E+17,挺好的,正面,清洁护肤,
2.49E+17,味道不好闻，而且太涂完太黏厚。不舒服,负面,清洁护肤,
2.49E+17,服务很好，物流很快。东西很不错。支持京东！,正面,清洁护肤,
2.49E+17,味道好闻，洗的也比较干净,正面,清洁护肤,
2.49E+17,没用过，不知道真假。包装盒像是被打开过，瓶身颜色有点掉色，瓶口没有密封，没有说明书。用过的帮忙鉴别一下,负面,清洁护肤,
2.49E+17,嗯,中性,清洁护肤,
2.49E+17,行,中性,清洁护肤,
2.49E+17,超级好,正面,清洁护肤,
2.49E+17,我们一直用这款洗发水，洗了后头皮很滋润，味道也好闻，宝宝很喜欢，洗的也干净，东西质量有保障，一如既往的相信京东，物流给力，品质给力,正面,清洁护肤,
2.49E+17,味道挺好闻的。。。。,正面,清洁护肤,
2.49E+17,很浓郁的可可味,正面,清洁护肤,
2.49E+17,宝贝到了，质量很不错，说起来效果很好。满意！,正面,清洁护肤,
2.49E+17,老婆说可以，乘着活动又买了两瓶,中性,清洁护肤,
2.49E+17,一直在用～很好好用～相信京东自营！好评！,正面,清洁护肤,
2.49E+17,还没用，看起来不错,正面,清洁护肤,
2.49E+17,一直在用的这个洗衣液，可以洗的很干净，味道很清新自然。在宿舍或者家里用都很方便。建议购买！ ,正面,清洁护肤,
2.49E+17,刚开始用，不知道有没有效果,中性,清洁护肤,
2.49E+17,包装很好，香味也好闻，每天给宝宝洗澡用！,正面,清洁护肤,
2.49E+17,清爽不油腻，好用,正面,清洁护肤,
2.49E+17,用了一段时间发现，宝宝的脸蛋总是红红的，且干的起皮。一开始还以为是老年人忘记擦脸或擦的太少，之后，自己给宝宝洗脸~擦香香，脸一直不见好。后来，不给用了，换了其他的，脸上好多了。,负面,清洁护肤,
2.49E+17,孕期用,中性,清洁护肤,
2.49E+17,不错的，一直买，可以试试看的,正面,清洁护肤,
2.49E+17,我还没用，不知道如何，是不是真的安全，现在是备孕期，还是等用过再来追评～,中性,清洁护肤,
2.49E+17,产品包装：塑封包装产品香味：没有味道使用感受：前面用的是瓶装水，用完了，换个喷雾试一试,正面,清洁护肤,
2.49E+17,吸收很快，上脸很清爽，适合哺乳期妈妈用！,正面,清洁护肤,
2.49E+17,买好几次了，还好吧,中性,清洁护肤,
2.49E+17,才开始用用一段时间在评论把看着可以,中性,清洁护肤,
2.49E+17,凑单买的身体乳还不错，，挺好用。,正面,清洁护肤,
2.49E+17,很滋润,正面,清洁护肤,
2.49E+17,孕期皮肤干，用这个很滋润,正面,清洁护肤,
2.49E+17,物美价廉，非常棒，愉快的购物体验！！！！,正面,清洁护肤,
2.49E+17,还不错，味道也没啥。特别划算,正面,清洁护肤,
2.49E+17,很保湿，很满意，好评,正面,清洁护肤,
2.49E+17,第一次购买，物流给力！！,正面,清洁护肤,
2.49E+17,味道很淡，用着很舒服。,正面,清洁护肤,
2.49E+17,一直都用这款，很喜欢这个味道,正面,清洁护肤,
2.49E+17,很好用,正面,清洁护肤,
2.49E+17,挺好用的，好评，~~真不错,正面,清洁护肤,
2.49E+17,没有味道，很适合孕妇使用，润润的，用完会回购。,正面,清洁护肤,
2.49E+17,。,中性,清洁护肤,
2.49E+17,比较满意，质量不错，推荐购买,正面,清洁护肤,
2.49E+17,应该是送货人员，打错字了，囧！,中性,清洁护肤,
2.49E+17,价格实惠值得购买，非常好,正面,清洁护肤,
2.49E+17,第一次用，默认好评吧，维稳。 ,中性,清洁护肤,
2.49E+17,快递给力，味道很好闻！洗完头发很顺滑,正面,清洁护肤,
2.49E+17,第一次买这个，一直买润肤的,中性,清洁护肤,
2.49E+17,洗发水一定要搭配这个护发素，洗好头发感觉会更好,正面,清洁护肤,
2.49E+17,使用感受：油而不粘适合肤质：都还可以吸收效果：不错保湿效果：可以,正面,清洁护肤,
2.49E+17,味道不刺激是淡淡的香,正面,清洁护肤,
2.49E+17,唉,中性,清洁护肤,
2.49E+17,干,中性,清洁护肤,
2.49E+17,给同事买的，他说可以。,中性,清洁护肤,
2.49E+17,没什么用。依旧长了纹。胸部还起了好多的小疙瘩。,负面,清洁护肤,
2.49E+17,皮肤很干，想买精油试试，这个是涂脸的，还没有使用，味道有点淡淡的香味，不是很浓烈，比某某轩的山茶花精油味道好点。洗完脸先涂水，再涂精油按摩，吸收很快，再上乳。偶尔用来按摩。平时觉得干，懒的时候?两滴在乳液里面直接涂脸。,正面,清洁护肤,
2.49E+17,囤着还没用,中性,清洁护肤,
2.49E+17,质地很清盈，水水哒,正面,清洁护肤,
2.49E+17,服务好，到货快，送货上门，质量有保证，一如既往地支持京东购物,正面,清洁护肤,
2.49E+17,来了一周了，今天才取上，打开一看满满的惊喜，包装特别温馨，仔细对照了成分表，很安全！以后就她了，我的小可爱们，附几张暖暖的图片！,正面,清洁护肤,
2.49E+17,没啥用，还是一样干起皮,负面,清洁护肤,
2.49E+17,挺不错的，没有什么味道，用着放心。,正面,清洁护肤,
2.49E+17,很不错，很好吸收，很滋润，不会再卡粉了，哈哈哈,正面,清洁护肤,
2.49E+17,非常好用，滑滑的，质量很好！比红色小象二合一的好太多了,正面,清洁护肤,
2.49E+17,很好用，适合孕妇裸妆,正面,清洁护肤,
2.49E+17,味道还可以！效果就要多用一段时间吧！,正面,清洁护肤,
2.49E+17,"以下都是废话。以前在京东上买东西都是系统自动好评,基本没认真评价过,不知道浪费多少京东了,现在才知道京东评论可以涨京东和京享值呢,这才知道好评的重要性。这个福利实在太赞了,妥妥的每条都来评论下,赚京东,下次还能抵现金用。从此以后买东西只要是好的，复制粘贴就好了，值得推荐购买，划算哦，想买的朋友不要犹豫了。五星好评！",中性,清洁护肤,
2.49E+17,挺好用的，洗发水，喜欢！,正面,清洁护肤,
2.49E+17,太香了，用一次就放弃了,负面,清洁护肤,
2.49E+17,宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意！?开心开心??发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice,正面,清洁护肤,
2.49E+17,味道是植物香味，保湿效果还可以，我用来抹身体的,正面,清洁护肤,
2.49E+17,孕期一直回购的洗面奶，非常温和好用。,正面,清洁护肤,
2.49E+17,好?,中性,清洁护肤,
2.49E+17,孕期入手了很多东西，护肤品也换了。产品包装很不错，无色无味，用起来也没有什么过敏反应，还送了好多小样方便外出携带呢。好评！,正面,清洁护肤,
2.49E+17,收到快递后立马就用上了，水很清爽，一点都不粘腻，乳液很滋润，很好吸收，特别满意的是气味，很好闻，蛮喜欢,正面,清洁护肤,
2.49E+17,没有用囤货中。,中性,清洁护肤,
2.49E+17,狠好用，还会回购,正面,清洁护肤,
2.49E+17,味道好闻，泡沫细腻丰富，产品很好，京东购物方便快捷活动力度大，送货速度快。,正面,清洁护肤,
2.49E+17,之前一直用的二合一洗发沐浴露二合一款，第一次买这款洗发水款，小小一只，比二合一小好多，还没用，希望好用，等用过后在来评价。,正面,清洁护肤,
2.49E+17,起泡效果：好产品香味：香香的，闻着很舒服,正面,清洁护肤,
2.49E+17,油腻,中性,清洁护肤,
2.49E+17,不错呢不油腻呢,正面,清洁护肤,
2.49E+17,还不错哦，淡淡的味道，早上下单下午就到了神速啊？,正面,清洁护肤,
2.49E+17,不错，味道也好闻，泡沫挺丰富的,正面,清洁护肤,
2.49E+17,这个比二合一的好用很多，洗完头发很顺很香很软，天天睡觉就吸宝宝头发，太好闻了。冲水要冲干净一点，要不宝宝会觉得痒。,正面,清洁护肤,
2.49E+17,产品颜值很高，看着挺好，不起沫，洗不干净。产品包装：包装很严实。产品香味：产品没有味道，感觉很安全。使用感受：用了防晒霜洗不干净，洗完防晒霜还在脸上，指甲能抠下来那种。其他特色：包装看起来很环保很安全，无添加。适合体质：网上推荐这个牌子孕妇可以用，应该值得信任。,负面,清洁护肤,
2.49E+17,我是混合肌，用了快半个月了，没有油腻感，挺好吸收的。特地去美丽修行查了成分，都很温和，加了蛮多活性成分，都是孕妈可以用的，孕妈小福音。等下次活动再买一套送给我闺蜜?又来回购了两瓶宝宝霜用来擦手，种草贝德美了，粉粉嫩嫩的包装?,正面,清洁护肤,
2.49E+17,起泡效果：少使用效果：不错！！！！！！！,负面,清洁护肤,
2.49E+17,发货快，物流迅速，包装完好派送及时。,正面,清洁护肤,
2.49E+17,收到货以后，竟然是这样，没有封口，垃圾啊~,负面,清洁护肤,
2.49E+17,不错不错不错不错,中性,清洁护肤,
2.49E+17,质量不错，就是撕开的口那儿轻轻一碰就开了，不知道咋回事儿，洗头发以后感觉还可以，一直用这个牌子，感觉还是非常不错的！！！！以后还会继续买这个牌子的！！！！！,正面,清洁护肤,
2.49E+17,宝宝一直用，不辣眼睛，气味也不错。。,正面,清洁护肤,
2.49E+17,挺好用的，虽然暂时没看到效果,负面,清洁护肤,
2.49E+17,不错不错,中性,清洁护肤,
2.49E+17,总体还可以，就是盖子声音确实特别响。,负面,清洁护肤,
2.49E+17,一如既往的好用一直加购,正面,清洁护肤,
2.49E+17,搽了一两次，感觉滋润度不是很好,负面,清洁护肤,
2.49E+17,产品包装：包装完整，没有损坏产品香味：淡淡的气味，很好使用感受：保湿，晒后修复，补水其他特色：可以当爽肤水使用，真好！很贴心的还送了小样适合体质：所有需要补水保湿的,正面,清洁护肤,
2.49E+17,东西不错，很适合孕妇使用，都是没有害的成分，美国品牌质量值得信赖,正面,清洁护肤,
2.49E+17,特别的滋润，适合秋冬季节用，每次给宝宝洗完澡擦全身，好吸收，满意,正面,清洁护肤,
2.49E+17,挺好的外观，还没用,正面,清洁护肤,
2.49E+17,没有什么味道，对孕妇来说很友好，,正面,清洁护肤,
2.49E+17,给邋遢的孕妇，为了后面生完状态也满满的，我也是拼了，必须要坚持，看了评价很不错。今天开始!,正面,清洁护肤,
2.49E+17,包装挺好的，使用的时候挺舒服的,正面,清洁护肤,
2.49E+17,使用感受：一般般用完以后头特别痒，不控油也没没有任何味道,负面,清洁护肤,
2.49E+17,泡沫比较丰富，没有味道，很喜欢。,正面,清洁护肤,
2.49E+17,挺好的，就是量太少，用了几次就完了,负面,清洁护肤,
2.49E+17,这个擦了有一段时间有效果,正面,清洁护肤,
2.49E+17,很好用。物流很快。,正面,清洁护肤,
2.49E+17,还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错 ,中性,清洁护肤,
2.49E+17,是心爱的东西，值得加购，很不错，还会继续来购买，很香,正面,清洁护肤,
2.49E+17,使用感受：还没开始用产品包装：包装很严实,正面,清洁护肤,
2.49E+17,起泡效果：出泡还可以。产品香味：淡淡的牛油果香味，小朋友还是喜欢的。产品配方：看不懂，不是专业。使用效果：洗完后头发软软的，其他特色：第一次使用这个品牌的，今年家里小朋友的面霜和洗发露都换他们家的。还可以。,正面,清洁护肤,
2.49E+17,有一股香香的味道，清洁度还是??的,正面,清洁护肤,
2.49E+17,还行，适合宝妈体制，支持国货,正面,清洁护肤,
2.49E+17,很好用味道好闻物流快,正面,清洁护肤,
2.49E+17,产品包装：包装大气使用感受：还不错适合体质：干燥皮肤,正面,清洁护肤,
2.49E+17,洗面奶收到了，暂时还没用，先备着,中性,清洁护肤,
2.49E+17,好，,中性,清洁护肤,
2.49E+17,回购,中性,清洁护肤,
2.49E+17,敏感肌可用？本人孕前用其他品牌都未过敏，就用这个脸上起皮，你跟我讲敏感肌可用？！,负面,清洁护肤,
2.49E+17,使用效果还不错，小巧方便携带,正面,清洁护肤,
2.49E+17,孕妇专用，目前用了觉得还行。,正面,清洁护肤,
2.49E+17,给宝宝洗澡用了，还不错，头发顺滑。,正面,清洁护肤,
2.49E+17,吸收很快，擦了不黏腻,正面,清洁护肤,
2.49E+17,好用，一点也不油腻，味道还很好，喜欢，推荐，孕妇可入手,正面,清洁护肤,
2.49E+17,这个牌子的都不错，下次试试身体乳,正面,清洁护肤,
2.49E+17,喜欢在京东买东西，价格优惠，质量有保障，京东快递又快又好,正面,清洁护肤,
2.49E+17,一直给小孩用的这个擦脸油，挺不错，滋润不油腻，其他的用了感觉都不是很好用，一直用这个牌子，知值得推荐,正面,清洁护肤,
2.49E+17,还可以，好用,正面,清洁护肤,
2.49E+17,精华很好吸收，用完后皮肤很光滑，按压设计很方便，搭配买的面膜很不错，送的洗发水也很好用,正面,清洁护肤,
2.49E+17,用了的确挺好的，怀孕后有点油，洗过感觉还行，还赠送了小样,正面,清洁护肤,
2.49E+17,搞活动一下子买了两支，希望有效果。,中性,清洁护肤,
2.49E+17,第一次买次款，产品很喜欢，效果很好，可以放心购买。,正面,清洁护肤,
2.49E+17,很好用，一直在这里买！,正面,清洁护肤,
2.49E+17,下单过一次，用的很好，然后又买了一瓶，替换用，很喜欢，推荐给大家,正面,清洁护肤,
2.49E+17,好好,中性,清洁护肤,
2.49E+17,从孕期一如既往的好用，再次回购,正面,清洁护肤,
2.49E+17,朋友推荐的面膜，个人比较喜欢泥膜，护肤需要坚持。 ,正面,清洁护肤,
2.49E+17,这套护肤品非常好用，清爽不油膩，用后皮肤又白又嫩，上妆不卡粉不假白，服站自然。,正面,清洁护肤,
2.49E+17,很好用物流很快。,正面,清洁护肤,
2.49E+17,使用感不错可以入手,正面,清洁护肤,
2.49E+17,油性头发，洗完感觉比较蓬松，挺舒服的，快递小哥也很棒,正面,清洁护肤,
2.49E+17,东西挺好用的，毕竟孕期不能随便用别的东西，有中国优生科学协会的贴纸，有涂层防伪码，验证了，是正品,正面,清洁护肤,
2.49E+17,很香，一直用这款，推荐,正面,清洁护肤,
2.49E+17,没有亮点，没有特色，孕妈专用,中性,清洁护肤,
2.49E+17,保湿效果很不错，最重要的一点，用了保湿而且不油，和我想像中的一样，必须好评！,正面,清洁护肤,
2.49E+17,一直在用，重复购买的！,中性,清洁护肤,
2.49E+17,亲润的护肤品挺好用的。,正面,清洁护肤,
2.49E+17,为宝妈提前准备的，好用有保证,正面,清洁护肤,
2.49E+17,不好用，太油腻了,负面,清洁护肤,
2.49E+17,我和同事一胎用的是妙思乐，刺激性小，之前在实体店买的，价格巨高。现在京东自营买的，价格相差很多，而且第二天就到了，真的喜欢在京东自营的店购物喔,正面,清洁护肤,
2.49E+17,做活动买的，挺便宜，就是不太好推开，还是蛮滋润的,负面,清洁护肤,
2.49E+17,嘻嘻嘻,中性,清洁护肤,
2.49E+17,孕期一直在用着，感觉不错,正面,清洁护肤,
2.49E+17,用着可以老美的东西相对放心有遮暇效果不是很遮暇还好孕妇专用的放心一些搞活动有优惠比平时划算送了一些小样可以可以,正面,清洁护肤,
2.49E+17,这款产品的效果非常棒，首先孕妇确实闻不了太刺激的味道，那么这个嗯，洗发露的味道就非常的柔和，基本上没有什么味道，其次呢，就是不含硅油嗯，洗完的头发非常的蓬松，不油可以保持两三天，而且它里面的叶酸也对孕妇非常的友好,正面,清洁护肤,
2.49E+17,还行吧，具体感觉也说不出来。,正面,清洁护肤,
2.49E+17,正品，很好，小朋友很喜欢这淡淡的香味。一直京东购买，值得信赖。,正面,清洁护肤,
2.49E+17,味道很喜欢，质地很细腻，抹上皮肤嫩嫩的,正面,清洁护肤,
2.49E+17,老牌子了，京东的价格超级划算,正面,清洁护肤,
2.49E+17,有香味儿崩溃,中性,清洁护肤,
2.49E+17,这个挺好用的，很温和，不刺激，找了很久才找到适合现在用的,正面,清洁护肤,
2.49E+17,洗完脸不干，没啥味道不刺激,正面,清洁护肤,
2.49E+17,刚刚收到货外包装不错孕期还是要注意保湿的呐&hellip;,正面,清洁护肤,
2.49E+17,用过以后头皮屑多了，还痒，严重怀疑品质，连孕妇都不放过吗，差评，,负面,清洁护肤,
2.49E+17,不知道,中性,清洁护肤,
2.49E+17,专业安全有效干净卫生,正面,清洁护肤,
2.49E+17,宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???比平时要便宜，囤了不少，特别特别满意?，超级好看?，客服很有礼貌，很客气，良心商家，支持！,正面,清洁护肤,
2.49E+17,从网上看这款润肤乳好用，一次性买了三管，收到货立马试了试，还不错。,正面,清洁护肤,
2.49E+17,保湿效果很好，没有刺鼻子的味道孕妇用着感觉很不错,正面,清洁护肤,
2.49E+17,很好用一直在用好好好好好好好,正面,清洁护肤,
2.49E+17,产品包装：完好无损产品香味：淡淡很喜欢使用感受：很舒服,正面,清洁护肤,
2.49E+17,用了一次，感觉清洁度不好，洗不干净,负面,清洁护肤,
2.49E+17,味道香香的，还不错吧,正面,清洁护肤,
2.49E+17,甜，超好吃，买了好多次(?▽?),正面,清洁护肤,
2.49E+17,给宝妈使用的，效果很好，性价比超高，推荐购买。,正面,清洁护肤,
2.49E+17,挺好用的，已经第二次买了。,正面,清洁护肤,
2.49E+17,收到后就用了，很滋润，蛮好，还会回购的,正面,清洁护肤,
2.49E+17,整体评价：很不错 上妆效果：很好 ,正面,清洁护肤,
2.49E+17,这款商品确实很不错。,正面,清洁护肤,
2.49E+17,用了一段时间，效果不错，不油腻！,正面,清洁护肤,
2.49E+17,产品包装：精致产品香味：温和使用感受：清爽,正面,清洁护肤,
2.49E+17,质量不错，必备的东西，价格合适,正面,清洁护肤,
2.49E+17,很滋润很好用～,正面,清洁护肤,
2.49E+17,京东购物就是比~好！,正面,清洁护肤,
2.49E+17,这款孕妇套装特别好用，没有什么香味儿。很安全用着,正面,清洁护肤,
2.49E+17,好用，一直回购，京东靠谱,正面,清洁护肤,
2.49E+17,温和不紧绷非常好用！,正面,清洁护肤,
2.49E+17,亲润大牌子，选了好久才选中它，果然没有让我失望，样子小巧，精致，已经用过几天了，效果不错，保湿没异味也不油腻，很适合孕妇用，好评！,正面,清洁护肤,
2.49E+17,好用,中性,清洁护肤,
2.49E+17,还没用,中性,清洁护肤,
2.49E+17,补水效果不错还很好吸收涂在脸上停留不久就吸收肌肤了,正面,清洁护肤,
2.49E+17,第二次购买，还行吧,正面,清洁护肤,
